"Personas","Edad","Tiempo","Monto","Dia","Soporte","Encuesta"
"SDKVUA",65,0.53,5300,"Sabado","No","Normal"
"KZNOGU",69,1.19,11900,"Viernes","No","Normal"
"UMGPZF",53,1.89,18900,"Sabado","No","Buena"
"BINAZZ",83,2.03,20300,"Viernes","No","Normal"
"ZZDAGQ",46,1.37,13700,"Viernes","No","Buena"
"AXLFKO",27,3.46,34600,"Sabado","No","Muy mala"
"GEGFIP",23,2.66,26600,"Sabado","No","Normal"
"AGGDAK",74,2.35,23500,"Martes","No","Buena"
"UEWWEH",7,2.96,29600,"Viernes","Si","Buena"
"GXZYXL",75,1.84,18400,"Lunes","No","Normal"
"YRHELI",91,3.89,38900,"Jueves","No","Normal"
"ZVTSFX",72,2.62,26200,"Sabado","Si","Buena"
"UBIERC",6,1.27,12700,"Jueves","No","Mala"
"TRMGKF",25,1.79,17900,"Jueves","No","Mala"
"OTWXRZ",73,2.35,23500,"Viernes","No","Normal"
"CFPKEM",59,3.76,37600,"Jueves","No","Muy mala"
"LUIWIB",41,1.75,17500,"Lunes","Si","Normal"
"GPUYCD",81,2.34,23400,"Martes","No","Mala"
"HGFTUZ",89,2.57,25700,"Miercoles","No","Mala"
"TZXQAA",36,1.28,12800,"Martes","Si","Muy Buena"
"TTYUXE",68,3.86,38600,"Viernes","No","Buena"
"TNBDWX",75,1.14,11400,"Martes","No","Muy mala"
"TUVNWX",51,2.39,23900,"Viernes","Si","Muy mala"
"WRDHWC",49,1.49,14900,"Domingo","No","Muy mala"
"LIOWTC",43,1.84,18400,"Sabado","Si","Normal"
"GZAHSR",13,2.9,29000,"Domingo","No","Muy mala"
"QSHWUR",70,1.77,17700,"Viernes","No","Normal"
"RZBYXP",58,3.62,36200,"Sabado","No","Mala"
"NRXQBI",60,2.77,27700,"Lunes","No","Normal"
"FJPERM",38,1.28,12800,"Martes","No","Buena"
"WORTKR",46,1.85,18500,"Viernes","No","Muy Buena"
"DJTSIX",32,2.11,21100,"Sabado","No","Buena"
"SKXPCZ",59,1.17,11700,"Sabado","No","Muy Buena"
"YHELDU",61,1.45,14500,"Domingo","No","Buena"
"DYDTPM",56,0.6,6000,"Sabado","No","Muy mala"
"RTWZDV",29,1.52,15200,"Domingo","No","Muy Buena"
"ZANRUU",54,2.89,28900,"Sabado","No","Muy Buena"
"ZFBXHJ",53,3.71,37100,"Lunes","No","Muy Buena"
"KABFBO",13,3.34,33400,"Miercoles","No","Normal"
"TDYYHX",91,2.38,23800,"Jueves","No","Mala"
"SPLJPB",62,2.65,26500,"Viernes","No","Muy Buena"
"SEUTCP",27,1.77,17700,"Sabado","No","Buena"
"UHSUNF",38,2.47,24700,"Jueves","No","Buena"
"OAEGGV",75,2.08,20800,"Sabado","Si","Muy mala"
"XUKUFU",10,2.35,23500,"Domingo","No","Muy Buena"
"HQMPII",26,2.78,27800,"Lunes","No","Mala"
"LLIGUL",67,3.04,30400,"Jueves","No","Buena"
"AEPCTP",56,1.71,17100,"Sabado","Si","Mala"
"HBVYYQ",70,1.18,11800,"Lunes","Si","Normal"
"QHPOJD",40,2.79,27900,"Domingo","No","Mala"
"YAYMDN",66,3.08,30800,"Jueves","No","Mala"
"LXJRXO",65,0.95,9500,"Sabado","No","Mala"
"WELIHM",63,3.13,31300,"Domingo","No","Normal"
"OKNGMP",44,0.77,7700,"Lunes","No","Normal"
"AVTWSZ",54,1.56,15600,"Viernes","No","Normal"
"WDMQDP",36,3.91,39100,"Lunes","No","Normal"
"ICMKDH",23,2.11,21100,"Sabado","No","Normal"
"QKMFAN",5,2.59,25900,"Jueves","No","Buena"
"EZQMDH",21,0.63,6300,"Sabado","No","Normal"
"XMQMYY",26,0.97,9700,"Domingo","No","Buena"
"QDKDLG",92,1.23,12300,"Viernes","Si","Normal"
"PRKBXW",89,2.16,21600,"Sabado","No","Normal"
"VFRQOA",54,3.55,35500,"Miercoles","No","Muy mala"
"GEJXGM",53,2.77,27700,"Sabado","No","Mala"
"BTAOBV",83,1.07,10700,"Domingo","No","Normal"
"TWCEAX",70,3.72,37200,"Viernes","No","Mala"
"YKUSTL",26,3.84,38400,"Lunes","No","Normal"
"GOCEPZ",49,2.16,21600,"Sabado","Si","Normal"
"UNRNPL",79,1.71,17100,"Domingo","No","Mala"
"NVDULC",66,3.82,38200,"Martes","No","Normal"
"BRSPCD",35,2.04,20400,"Domingo","Si","Mala"
"JYVOCX",23,2.78,27800,"Sabado","Si","Normal"
"JBHUKS",20,2.15,21500,"Martes","Si","Normal"
"ZTYFAQ",88,2.45,24500,"Sabado","No","Buena"
"RGCTWB",71,2.35,23500,"Martes","No","Normal"
"GNXZNU",43,2.87,28700,"Sabado","No","Muy mala"
"WPBZTR",13,2.41,24100,"Viernes","No","Muy Buena"
"VPSISR",74,2.36,23600,"Sabado","No","Muy mala"
"LZAYTM",32,3.67,36700,"Jueves","No","Normal"
"XLXRWD",82,0.93,9300,"Domingo","Si","Buena"
"UQZUNI",49,2.42,24200,"Domingo","No","Muy mala"
"UXRZTO",79,3.74,37400,"Sabado","Si","Muy Buena"
"HRZILS",7,1.73,17300,"Lunes","No","Normal"
"EHHYEK",80,2.93,29300,"Martes","No","Muy mala"
"FQXFPE",15,3.32,33200,"Martes","No","Normal"
"OMJATD",66,3.29,32900,"Sabado","No","Normal"
"GLNMMG",59,3.44,34400,"Domingo","No","Muy Buena"
"NSOGPZ",59,1.56,15600,"Domingo","No","Normal"
"YLGLKU",52,1.17,11700,"Domingo","No","Muy mala"
"EHMSZI",32,1.57,15700,"Sabado","No","Normal"
"FBWKTG",71,2.29,22900,"Martes","No","Muy Buena"
"ZKQQYJ",74,0.55,5500,"Viernes","Si","Buena"
"IHIGTL",90,2.38,23800,"Sabado","No","Muy Buena"
"ASNMDK",37,1.86,18600,"Sabado","No","Normal"
"USWRLN",92,2.01,20100,"Domingo","No","Muy Buena"
"HKIINX",60,0.9,9000,"Lunes","No","Muy mala"
"JWEDXH",57,2.74,27400,"Sabado","No","Normal"
"HVBCJX",34,1,10000,"Lunes","No","Normal"
"UHXDRI",14,1.53,15300,"Jueves","Si","Muy Buena"
"AHWSBB",6,2.17,21700,"Domingo","No","Buena"
"TQHYLT",77,0.7,7000,"Viernes","Si","Normal"
"SUEAWW",52,2.62,26200,"Jueves","No","Mala"
"MFORYE",82,1.55,15500,"Martes","No","Mala"
"AEATDK",50,0.51,5100,"Domingo","No","Normal"
"GNDGXR",6,3.84,38400,"Domingo","Si","Mala"
"KCKTHN",72,1.22,12200,"Domingo","No","Mala"
"YPAPSD",46,0.65,6500,"Domingo","No","Normal"
"LREMLS",86,1.46,14600,"Lunes","No","Normal"
"WADQEQ",41,0.7,7000,"Viernes","No","Normal"
"INKPAS",32,0.85,8500,"Sabado","No","Normal"
"RIWFLU",47,1.58,15800,"Sabado","No","Buena"
"DVGVWA",57,1.4,14000,"Domingo","No","Muy mala"
"RXDLUS",41,2.18,21800,"Miercoles","No","Muy Buena"
"SQSMQH",56,1.43,14300,"Miercoles","No","Muy Buena"
"XGDJDP",73,3.38,33800,"Martes","No","Mala"
"XVCVPW",46,2.25,22500,"Miercoles","No","Muy Buena"
"IJUIPR",57,1.43,14300,"Sabado","No","Buena"
"RZOVJD",76,2.2,22000,"Lunes","No","Buena"
"WFSTRJ",41,2.06,20600,"Jueves","No","Buena"
"GXWQUK",76,3.6,36000,"Jueves","No","Normal"
"VSUFZJ",79,2.88,28800,"Sabado","No","Mala"
"LDSYYJ",50,3.82,38200,"Domingo","No","Normal"
"ARUVAR",71,1.81,18100,"Miercoles","No","Mala"
"UJVTCA",71,0.94,9400,"Sabado","No","Buena"
"TTENNR",32,2.32,23200,"Domingo","No","Mala"
"WHRVMQ",31,2.84,28400,"Sabado","No","Mala"
"FSKCAU",32,0.93,9300,"Sabado","No","Normal"
"CMBKUH",80,3.13,31300,"Domingo","Si","Normal"
"ZYVYFS",65,0.87,8700,"Lunes","Si","Mala"
"PVQBCB",40,1.95,19500,"Sabado","No","Normal"
"PRQVWY",68,1.82,18200,"Martes","No","Buena"
"XENMWK",10,2.04,20400,"Miercoles","No","Mala"
"SBRFQZ",43,3.76,37600,"Sabado","No","Normal"
"OOXMWQ",7,0.99,9900,"Sabado","Si","Normal"
"JLVBWM",26,3.9,39000,"Sabado","No","Buena"
"DDZMRG",23,2.64,26400,"Martes","No","Buena"
"NWAUIB",62,0.84,8400,"Martes","No","Buena"
"ZZVYPM",90,2.3,23000,"Miercoles","No","Normal"
"BXIKKP",48,0.55,5500,"Domingo","Si","Normal"
"ZYCBDF",71,3.6,36000,"Domingo","Si","Muy mala"
"OEVROI",24,3.44,34400,"Domingo","No","Muy mala"
"LMFJQI",45,2.3,23000,"Sabado","No","Mala"
"WMMHZP",28,1.55,15500,"Miercoles","No","Muy Buena"
"IMTUIU",64,2.12,21200,"Lunes","No","Muy Buena"
"HWQYYN",51,0.97,9700,"Martes","Si","Normal"
"ADYPMJ",78,1.93,19300,"Domingo","Si","Mala"
"AAEGIZ",79,2.15,21500,"Domingo","No","Muy Buena"
"DSQDTB",12,1.31,13100,"Domingo","No","Normal"
"UTZTLS",75,3.82,38200,"Sabado","No","Normal"
"FFXVTL",14,1.67,16700,"Viernes","No","Normal"
"RYIJBG",5,0.93,9300,"Sabado","No","Normal"
"UUZQEX",64,3.32,33200,"Jueves","No","Normal"
"UDJXBL",89,1.97,19700,"Sabado","No","Normal"
"NHYGOU",54,2.16,21600,"Viernes","No","Buena"
"IQPAHI",16,2.76,27600,"Sabado","Si","Buena"
"GBLSEM",7,2.43,24300,"Miercoles","No","Normal"
"KVAEUD",15,0.62,6200,"Sabado","No","Normal"
"CYFVDW",50,1.8,18000,"Sabado","No","Muy Buena"
"QAENOF",66,1.04,10400,"Domingo","No","Mala"
"BGZXWZ",47,1.19,11900,"Martes","No","Normal"
"EUJVPK",7,3.42,34200,"Sabado","No","Muy Buena"
"ZTVULK",57,1.04,10400,"Miercoles","No","Normal"
"HNBGPW",43,1.62,16200,"Jueves","No","Buena"
"EXKHYF",59,0.57,5700,"Sabado","No","Muy Buena"
"UNDJIP",31,2.56,25600,"Miercoles","No","Buena"
"RFJCIE",91,3.2,32000,"Sabado","No","Normal"
"ZTTJLY",62,2.42,24200,"Lunes","No","Muy Buena"
"FAPNGS",87,2.94,29400,"Martes","No","Mala"
"HEDRGC",14,3.7,37000,"Sabado","No","Normal"
"SUXKHU",79,2.23,22300,"Martes","Si","Buena"
"FVDCSF",41,1.38,13800,"Domingo","No","Muy mala"
"XNZTYW",46,1.15,11500,"Domingo","No","Buena"
"EZTKZD",77,0.7,7000,"Viernes","Si","Muy mala"
"IBXIJW",17,0.61,6100,"Domingo","No","Muy Buena"
"EAGKXU",35,1.59,15900,"Domingo","No","Normal"
"NQSWEK",65,1.39,13900,"Domingo","No","Normal"
"VUHUFF",69,3.48,34800,"Jueves","No","Muy Buena"
"EPMXCN",30,1.89,18900,"Jueves","No","Normal"
"TAGCYM",18,1.96,19600,"Domingo","No","Mala"
"DRCBMZ",34,3.82,38200,"Jueves","No","Buena"
"KWIJUM",23,2.75,27500,"Lunes","No","Normal"
"PDTBEK",61,1.36,13600,"Sabado","No","Normal"
"MFICGI",72,2.15,21500,"Sabado","No","Muy mala"
"UISAAQ",55,2.92,29200,"Jueves","No","Normal"
"DJWLAS",92,1.55,15500,"Miercoles","Si","Normal"
"EQGTSS",55,1.8,18000,"Domingo","No","Normal"
"GJMHUP",53,0.72,7200,"Domingo","No","Normal"
"LNXZBW",57,2.47,24700,"Sabado","No","Normal"
"AZMNVH",57,0.97,9700,"Sabado","No","Muy mala"
"PUPTQP",45,3.4,34000,"Sabado","Si","Buena"
"MRHEQU",91,2.05,20500,"Miercoles","No","Normal"
"CQFLHP",39,0.64,6400,"Sabado","No","Normal"
"UEJHCH",71,0.83,8300,"Domingo","No","Mala"
"FSKNEO",90,1.35,13500,"Jueves","No","Muy Buena"
"UTNJUO",87,2.31,23100,"Sabado","No","Normal"
"PNWREE",52,3.36,33600,"Domingo","No","Buena"
"ELNFCQ",6,3.17,31700,"Miercoles","No","Normal"
"EEEZKS",40,3.38,33800,"Lunes","Si","Buena"
"PSJPXH",46,1.03,10300,"Martes","No","Muy Buena"
"MJWGET",36,3.74,37400,"Domingo","No","Normal"
"ALDMGM",40,1.65,16500,"Sabado","No","Buena"
"SGHEOV",67,3.89,38900,"Domingo","No","Buena"
"XYQTCQ",35,3.94,39400,"Martes","No","Muy Buena"
"WIPKAD",5,0.88,8800,"Viernes","No","Mala"
"SDOUTV",35,1.11,11100,"Domingo","Si","Normal"
"TSTKHA",60,3.34,33400,"Jueves","No","Muy Buena"
"RVWOUJ",9,2.64,26400,"Lunes","No","Normal"
"OUDJTH",46,2.14,21400,"Jueves","No","Muy mala"
"URVIYL",16,2.96,29600,"Sabado","No","Mala"
"NHWCQV",17,2.32,23200,"Domingo","No","Mala"
"HFUGEJ",12,3.1,31000,"Miercoles","No","Buena"
"JVWNUW",15,3.35,33500,"Viernes","No","Muy mala"
"NXQURF",47,0.52,5200,"Domingo","No","Mala"
"HZBFQN",42,2.49,24900,"Sabado","No","Buena"
"XQOSQR",59,2.03,20300,"Martes","No","Normal"
"HCGOWX",72,3.98,39800,"Sabado","No","Normal"
"FHBNBA",51,3.04,30400,"Domingo","No","Mala"
"URHPBN",34,3.26,32600,"Domingo","No","Buena"
"YYIBGD",15,2.19,21900,"Viernes","No","Mala"
"MFPUTQ",24,0.82,8200,"Lunes","Si","Normal"
"MCQXRI",82,1.91,19100,"Lunes","Si","Buena"
"YSPBYH",11,2.22,22200,"Sabado","No","Normal"
"AWBHIT",57,3.83,38300,"Domingo","Si","Mala"
"ULDHBX",43,1.12,11200,"Viernes","No","Muy Buena"
"QVACAC",17,0.89,8900,"Domingo","No","Normal"
"TYYTSU",54,2.52,25200,"Lunes","No","Mala"
"PTWAQY",42,0.96,9600,"Miercoles","No","Normal"
"WKXZXO",83,0.74,7400,"Sabado","No","Muy Buena"
"OIOBWJ",76,0.7,7000,"Sabado","No","Normal"
"SYJKIE",30,1.16,11600,"Lunes","No","Muy Buena"
"TUBGZA",81,1.86,18600,"Viernes","No","Muy Buena"
"MSRHDZ",69,2.44,24400,"Martes","No","Normal"
"KENRJJ",30,2.72,27200,"Sabado","No","Normal"
"CUTETG",11,2.91,29100,"Lunes","No","Mala"
"ICGRRE",70,0.5,5000,"Viernes","No","Normal"
"CPMVNY",38,1.05,10500,"Domingo","No","Mala"
"JQHGPM",90,0.55,5500,"Domingo","No","Mala"
"PRHNWS",30,1.22,12200,"Miercoles","No","Normal"
"LTXBIC",84,3.86,38600,"Jueves","No","Mala"
"IECBWQ",52,3.46,34600,"Sabado","No","Buena"
"UBXWHY",60,0.8,8000,"Viernes","No","Muy Buena"
"KEODFG",76,3.48,34800,"Domingo","No","Muy Buena"
"CJXRYN",37,2.25,22500,"Jueves","No","Mala"
"SCBMOS",45,2.89,28900,"Viernes","No","Buena"
"DUTBWD",73,3.84,38400,"Martes","No","Buena"
"SVDQMY",16,3.75,37500,"Sabado","Si","Muy mala"
"ODZXZL",77,1.49,14900,"Domingo","No","Mala"
"MXXYSG",28,2.53,25300,"Lunes","No","Normal"
"MHTZLA",10,1.76,17600,"Sabado","No","Muy mala"
"CRDZUS",5,0.68,6800,"Domingo","No","Muy Buena"
"AJYVPB",78,2.95,29500,"Martes","No","Muy Buena"
"LVENMR",28,1.01,10100,"Sabado","No","Mala"
"GZQCKG",30,2.82,28200,"Sabado","Si","Normal"
"OUPUWS",82,3.39,33900,"Martes","No","Mala"
"SLFHDQ",19,1.07,10700,"Lunes","Si","Mala"
"YENSXQ",82,3.23,32300,"Sabado","Si","Normal"
"LVLFIC",56,2.52,25200,"Lunes","Si","Muy mala"
"LZLTHF",57,2.01,20100,"Miercoles","Si","Muy Buena"
"MWGAGJ",82,0.64,6400,"Domingo","No","Normal"
"HEAYYP",34,3,30000,"Domingo","No","Muy Buena"
"QKADPH",63,0.75,7500,"Viernes","No","Mala"
"CQJRHN",30,3.41,34100,"Lunes","No","Normal"
"NVLGDZ",47,2.24,22400,"Domingo","Si","Normal"
"OCZLMK",44,1.64,16400,"Domingo","No","Buena"
"OGNHGB",88,3.79,37900,"Viernes","No","Normal"
"AWFINX",70,1.96,19600,"Jueves","No","Muy mala"
"RTJQJR",47,1.65,16500,"Miercoles","No","Buena"
"LTZBLV",76,3.7,37000,"Viernes","No","Normal"
"CVRDNU",77,2.79,27900,"Jueves","No","Muy Buena"
"KCVDUZ",87,1.86,18600,"Martes","No","Buena"
"SBVRVW",39,1.46,14600,"Jueves","No","Muy Buena"
"EKMKSF",79,3.5,35000,"Miercoles","Si","Buena"
"VYEHHV",5,1.52,15200,"Sabado","No","Muy Buena"
"VOQDYM",81,3.84,38400,"Sabado","No","Mala"
"RGEABS",31,0.92,9200,"Lunes","No","Normal"
"UFVPAQ",25,2.9,29000,"Domingo","No","Normal"
"TJKUKU",82,2.47,24700,"Sabado","No","Muy Buena"
"XEXNBF",35,3.85,38500,"Martes","No","Muy Buena"
"ZQSEJV",41,1.16,11600,"Viernes","No","Normal"
"RWPUGR",6,3.91,39100,"Viernes","No","Mala"
"SIGIUD",82,1.14,11400,"Domingo","No","Normal"
"LWDXGN",15,0.6,6000,"Domingo","Si","Buena"
"CWYBLR",70,1.42,14200,"Miercoles","No","Muy mala"
"NBPKHM",70,0.83,8300,"Lunes","No","Buena"
"HUVSCY",87,1.68,16800,"Jueves","No","Muy mala"
"YJSKSS",10,3.41,34100,"Miercoles","No","Muy mala"
"TFREAE",39,1.04,10400,"Sabado","Si","Mala"
"PPGNQU",35,2.18,21800,"Martes","No","Muy Buena"
"WEIDLI",63,3.94,39400,"Viernes","No","Buena"
"VQKBXO",91,3.01,30100,"Domingo","No","Muy Buena"
"LHRJDW",15,2.21,22100,"Domingo","No","Mala"
"SOYRJI",91,3.82,38200,"Lunes","Si","Muy Buena"
"YPIMIQ",41,2.23,22300,"Viernes","No","Normal"
"WMAJTT",56,2.86,28600,"Jueves","No","Mala"
"NKMSOS",88,3.55,35500,"Domingo","No","Normal"
"TCCEDG",53,3.8,38000,"Viernes","No","Mala"
"EWGUZX",6,1.39,13900,"Domingo","No","Mala"
"IZELGF",5,2.56,25600,"Martes","No","Muy Buena"
"IJVZSP",37,0.66,6600,"Viernes","No","Muy mala"
"XHWCCU",34,0.96,9600,"Viernes","No","Buena"
"IBPCAL",52,2.78,27800,"Domingo","No","Normal"
"FBXAHK",58,3.93,39300,"Domingo","No","Muy Buena"
"AVKWAK",24,2.13,21300,"Miercoles","No","Mala"
"GRBOZT",24,0.94,9400,"Miercoles","No","Normal"
"XZJRFW",5,1.01,10100,"Jueves","No","Buena"
"XPECNI",66,0.78,7800,"Sabado","No","Mala"
"FBBKXG",26,3.17,31700,"Viernes","No","Buena"
"IJVFZX",40,3.03,30300,"Martes","Si","Normal"
"PZYVBK",86,1.19,11900,"Sabado","No","Mala"
"YTZBSB",19,0.69,6900,"Jueves","No","Buena"
"LRTBWP",17,1.13,11300,"Martes","No","Mala"
"MHKWCE",84,0.62,6200,"Miercoles","No","Muy Buena"
"KBUKKH",18,3.21,32100,"Sabado","No","Muy Buena"
"DARERG",44,1.56,15600,"Sabado","No","Muy Buena"
"MJJBRK",72,2.53,25300,"Sabado","No","Normal"
"JKNKSC",10,2.55,25500,"Domingo","No","Mala"
"RDZYBR",43,2.46,24600,"Sabado","Si","Muy Buena"
"RFDDHD",20,0.62,6200,"Sabado","Si","Mala"
"ZOCATX",27,2.47,24700,"Sabado","Si","Muy Buena"
"GAPVPC",58,1.41,14100,"Sabado","No","Buena"
"JIDZZY",66,1.69,16900,"Sabado","No","Buena"
"ZYKNQZ",30,0.84,8400,"Miercoles","No","Mala"
"BQIVBK",39,0.5,5000,"Sabado","No","Mala"
"FSSAOC",56,3.16,31600,"Sabado","Si","Buena"
"HDVOGE",53,3.63,36300,"Miercoles","No","Buena"
"USXTFS",41,1.03,10300,"Sabado","No","Normal"
"RDKHIT",49,3.12,31200,"Martes","No","Normal"
"IVWQWO",83,1.06,10600,"Jueves","Si","Normal"
"KTXHSR",46,3.14,31400,"Sabado","Si","Mala"
"IVVUTX",68,2.04,20400,"Domingo","No","Muy Buena"
"AEBBCR",86,3.68,36800,"Domingo","No","Normal"
"CGZECH",41,3.5,35000,"Sabado","No","Mala"
"HKSAFY",58,3.03,30300,"Jueves","No","Buena"
"DAXXZS",71,1.6,16000,"Sabado","No","Buena"
"DNQCHU",85,1.41,14100,"Sabado","No","Muy mala"
"UPNYFK",74,0.87,8700,"Miercoles","No","Muy Buena"
"PKDJDZ",77,3.36,33600,"Domingo","No","Mala"
"OAYAHB",29,2.39,23900,"Domingo","No","Normal"
"DOGLMB",53,1.19,11900,"Domingo","No","Mala"
"IWWJHS",16,2.99,29900,"Sabado","No","Buena"
"CRQZHX",70,3.8,38000,"Viernes","Si","Muy Buena"
"JRDUTX",35,2.03,20300,"Domingo","No","Normal"
"VDXPYM",69,1.81,18100,"Viernes","No","Normal"
"TMKNBG",29,3.4,34000,"Jueves","No","Muy mala"
"CDPZJC",69,1.48,14800,"Jueves","Si","Buena"
"BAJBZQ",77,2.31,23100,"Sabado","No","Normal"
"CBNYUR",28,3.27,32700,"Sabado","No","Muy Buena"
"LPRLXV",29,2.77,27700,"Lunes","No","Muy Buena"
"IDSUVV",9,1.93,19300,"Sabado","No","Normal"
"VJAJGH",27,3.45,34500,"Martes","No","Normal"
"HCGXXP",86,3.36,33600,"Sabado","No","Normal"
"AGELWU",34,2.71,27100,"Sabado","No","Normal"
"DLVWLO",6,0.58,5800,"Miercoles","No","Muy Buena"
"YFUAIN",80,3.06,30600,"Domingo","No","Normal"
"BQTBEP",70,1.4,14000,"Sabado","No","Buena"
"MJQULC",13,1.47,14700,"Jueves","No","Normal"
"VGKEND",72,3.83,38300,"Viernes","No","Normal"
"SJJJTA",8,0.96,9600,"Sabado","No","Mala"
"ZCODNQ",45,2.57,25700,"Jueves","No","Mala"
"ASVETO",58,3.3,33000,"Jueves","No","Normal"
"EPSGDU",12,3.47,34700,"Lunes","No","Muy mala"
"QJAKEV",85,2.84,28400,"Viernes","No","Mala"
"OFPIOL",39,0.89,8900,"Domingo","No","Muy mala"
"CIOGYW",18,1.99,19900,"Sabado","No","Muy mala"
"VDIHSB",28,1.4,14000,"Domingo","Si","Normal"
"QSCDAL",54,3.75,37500,"Martes","No","Buena"
"QHZKTO",60,3.24,32400,"Martes","No","Mala"
"AVPIMQ",83,3.61,36100,"Sabado","No","Muy Buena"
"LWQYDY",62,0.65,6500,"Sabado","No","Buena"
"ANBZCG",69,2.13,21300,"Sabado","No","Buena"
"PJYXJX",43,1.48,14800,"Jueves","No","Mala"
"WTXREP",44,2.32,23200,"Martes","No","Mala"
"IOTMKL",62,3.56,35600,"Viernes","No","Mala"
"HNRIHC",31,0.61,6100,"Martes","No","Normal"
"SQEHAR",9,1.92,19200,"Miercoles","No","Normal"
"GVZJSX",77,1.89,18900,"Sabado","No","Normal"
"SMQNZF",5,3.55,35500,"Domingo","No","Muy Buena"
"EGJAPA",83,3.07,30700,"Miercoles","No","Muy Buena"
"YTQBAG",63,2.82,28200,"Miercoles","No","Mala"
"TLQSKS",23,1.84,18400,"Domingo","No","Mala"
"SLLZZM",80,2.75,27500,"Viernes","No","Mala"
"GNMOPM",60,0.6,6000,"Sabado","No","Mala"
"DZOAMI",11,2.39,23900,"Miercoles","Si","Normal"
"BMYSYL",76,1.02,10200,"Lunes","No","Buena"
"AXZBCO",48,3.71,37100,"Viernes","No","Normal"
"UBYBZV",42,3.82,38200,"Lunes","No","Buena"
"BUOXQC",53,3.07,30700,"Sabado","No","Normal"
"IHCBLQ",10,1.34,13400,"Martes","No","Normal"
"RLLDDS",53,1.02,10200,"Domingo","No","Normal"
"EMHGSM",58,3.08,30800,"Miercoles","Si","Buena"
"FYMZYN",67,3.13,31300,"Miercoles","No","Buena"
"JJHDHT",91,0.91,9100,"Miercoles","No","Normal"
"QUKYMC",78,0.58,5800,"Lunes","No","Normal"
"DMGNNY",64,3.14,31400,"Domingo","No","Buena"
"MRDYSL",79,0.87,8700,"Martes","Si","Normal"
"KYRGSQ",7,1.65,16500,"Miercoles","No","Muy Buena"
"JMBHKQ",27,1.38,13800,"Domingo","No","Normal"
"DWMJLS",55,3.85,38500,"Domingo","No","Muy Buena"
"SHYAXD",62,2.01,20100,"Viernes","No","Muy mala"
"CJHEGU",47,1.5,15000,"Miercoles","No","Muy mala"
"HQYLVW",25,3.31,33100,"Miercoles","No","Normal"
"TZYKPN",78,3.01,30100,"Domingo","No","Normal"
"NBEBKB",14,3.8,38000,"Domingo","No","Normal"
"AKTAUJ",49,1.41,14100,"Sabado","No","Buena"
"KBUKSU",61,2.12,21200,"Sabado","No","Normal"
"KDVGJL",6,1.02,10200,"Sabado","No","Muy mala"
"OCZABB",66,1.78,17800,"Sabado","No","Mala"
"WFZQAO",78,3.7,37000,"Jueves","No","Muy mala"
"KBXLMK",21,1.89,18900,"Sabado","No","Mala"
"WCCUVT",39,1.57,15700,"Martes","No","Normal"
"CGABSF",46,1.81,18100,"Miercoles","No","Muy Buena"
"KZYHLY",70,3.64,36400,"Sabado","No","Muy Buena"
"ICRQDX",84,2,20000,"Miercoles","No","Mala"
"QPNULC",11,3.64,36400,"Domingo","Si","Muy Buena"
"VLVBUB",86,3.13,31300,"Martes","No","Normal"
"XZZRNC",83,1.44,14400,"Sabado","Si","Muy Buena"
"WCWRSB",60,1.15,11500,"Sabado","No","Normal"
"JZTQKP",56,2.51,25100,"Sabado","No","Normal"
"QZBEAG",71,3.59,35900,"Domingo","No","Muy mala"
"FPTIHL",8,3.01,30100,"Martes","No","Mala"
"ZZZFKL",88,2.39,23900,"Sabado","No","Muy Buena"
"IAUGBC",56,3.38,33800,"Miercoles","No","Muy Buena"
"SCVHGZ",24,1.87,18700,"Miercoles","No","Mala"
"HHHPVJ",11,1.44,14400,"Sabado","Si","Muy Buena"
"UAHKGQ",21,2.5,25000,"Sabado","No","Normal"
"SMBEWA",89,3.62,36200,"Martes","No","Normal"
"NXERYU",73,2.94,29400,"Sabado","No","Mala"
"XGPOJJ",71,3.28,32800,"Sabado","No","Mala"
"IJZKCY",41,1.95,19500,"Domingo","No","Normal"
"MHKJGU",87,3.18,31800,"Sabado","No","Normal"
"ZPISKD",82,0.52,5200,"Miercoles","No","Normal"
"WWUWTL",25,1.06,10600,"Sabado","Si","Normal"
"KNXCGO",9,3.95,39500,"Sabado","Si","Muy Buena"
"QZQRYB",80,2.26,22600,"Sabado","No","Muy mala"
"IOIKVN",20,2.15,21500,"Jueves","Si","Buena"
"QBUBGZ",31,0.96,9600,"Sabado","No","Buena"
"MMYCVA",86,3.07,30700,"Viernes","No","Normal"
"FBYQUR",85,2.75,27500,"Domingo","No","Buena"
"SBPFEW",49,3.71,37100,"Jueves","No","Mala"
"OGLBKE",30,1.5,15000,"Sabado","Si","Normal"
"ZVQKQW",52,2.63,26300,"Domingo","No","Normal"
"ZCWXDG",8,3.07,30700,"Sabado","No","Muy Buena"
"BFNTLL",76,2.22,22200,"Sabado","No","Mala"
"PIYSQV",69,3.04,30400,"Lunes","No","Muy Buena"
"ALTXBW",91,2.23,22300,"Sabado","Si","Muy mala"
"ROXDGC",31,3.04,30400,"Viernes","No","Normal"
"KEOUDO",43,0.52,5200,"Sabado","No","Normal"
"ZBVTYX",11,1.52,15200,"Domingo","No","Muy Buena"
"PZWZEH",72,3.4,34000,"Sabado","No","Normal"
"KNMNHO",61,1.85,18500,"Viernes","No","Buena"
"AKFTPM",86,0.74,7400,"Viernes","Si","Muy Buena"
"TCNBJD",58,2.27,22700,"Martes","No","Muy mala"
